KINASE GENE,KINASE common name,KIN_ACC_ID,SUBSTRATE common name,SUB_GENE_ID,SUB_ACC_ID,SUBSTRATE GENE,SUB_MOD_RSD,SITE_GRP_ID,SITE_+/-7_AA,Source / support
PRKCA,PKCA,P17252,HER2,2064,P04626,ERBB2,T686,451817,QQKIRKYtMRRLLQE,PA2_2023
PRKCA,PKCA,P17252,EWS,2130,Q01844,EWSR1,S266,448028,SSYGQQSsFRQDHPS,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,Ezrin,7430,P15311,EZR,T567,448104,QGRDkyKtLRQIRQG,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,JAM-A,50848,Q9Y624,F11R,S284,467829,kVIysQPsARsEGEF,PA2_2023
PRKCA,KPCA,P17252,JAM1,50848,Q9Y624,F11R,T70,,,PA1_2016
PRKCA,KPCA,P17252,JAM1,50848,Q9Y624,F11R,T92,,,PA1_2016
PRKCA,PKCA,P17252,F3,2152,P13726,F3,S285,451611,RKAGVGQsWkENsPL,PA2_2023
PRKCA,PKCA,P17252,F3,2152,P13726,F3,S290,451613,GQsWkENsPLNVs__,PA2_2023
PRKCA,PKCA,P17252,FBXW7,55294,Q969H0,FBXW7,S10,17337000,QELLSVGsKRRRTGG,PA2_2023
PRKCA,PKCA,P17252,FBXW7,55294,Q969H0,FBXW7,S18,17337001,KRRRTGGsLRGNPSs,PA2_2023
PRKCA,PKCA,P17252,kindlin-3,83706,Q86UX7,FERMT3,S484,15424197,LSLQRtGsGGPGNHP,PA2_2023
PRKCA,PKCA,P17252,GPR120 iso1,338557,Q5NUL3-1,FFAR4,S366,31014808,GAILtDtsVKRNDLs,PA2_2023
PRKCA,PKCA,P17252,GPR120 iso1,338557,Q5NUL3-1,FFAR4,S373,31014806,sVKRNDLsIIsG___,PA2_2023
PRKCA,PKCA,P17252,GPR120 iso1,338557,Q5NUL3-1,FFAR4,T363,31014807,PEKGAILtDtsVKRN,PA2_2023
PRKCA,PKCA,P17252,FLNC,2318,Q14315,FLNC,S2623,27449343,KsSssRGssyssIPk,PA2_2023
PRKCA,PKCA,P17252,FLNC,2318,Q14315,FLNC,S2624,15403523,sSssRGssyssIPkF,PA2_2023
PRKCA,PKCA,P17252,FLOT1,10211,O75955,FLOT1,S315,18750500,QAEAEAAsVRMRGEA,PA2_2023
PRKCA,PKCA,P17252,FMNL2 iso3,114793,Q96PY5-3,FMNL2,S1072,48891101,RADAVRRsVRRRFDD,PA2_2023
PRKCA,PKCA,P17252,FRAT1,10023,Q92837,FRAT1,S188,471366,RLQQRRGsQPETRTG,PA2_2023
PRKCA,PKCA,P17252,fascin,6624,Q16658,FSCN1,S39,450888,KVNASAssLkkkQIW,PA2_2023
PRKCA,PKCA,P17252,PLM,5348,O00168,FXYD1,S88,451425,RssIRRLstRRR___,PA2_2023
PRKCA,KPCA,P17252,GBRG2,2566,P18507,GABRG2,S366,,,PA1_2016
PRKCA,KPCA,P17252,GBRR1,2569,P24046,GABRR1,S431,,,PA1_2016
PRKCA,KPCA,P17252,GBRR1,2569,P24046,GABRR1,S440,,,PA1_2016
PRKCA,KPCA,P17252,GBRR1,2569,P24046,GABRR1,S443,,,PA1_2016
PRKCA,KPCA,P17252,GBRR1,2569,P24046,GABRR1,S444,,,PA1_2016
PRKCA,KPCA,P17252,GBRR1,2569,P24046,GABRR1,S447,,,PA1_2016
PRKCA,KPCA,P17252,GFAP,2670,P14136,GFAP,S13,,ItsAArrsyVSsGEM,PA1_2016
PRKCA,KPCA,P17252,GFAP,2670,P14136,GFAP,S17,,,PA1_2016
PRKCA,KPCA,P17252,GFAP,2670,P14136,GFAP,S38,,LGPGTRLsLARMPPP,PA1_2016
PRKCA,KPCA,P17252,GFPT1,2673,Q06210,GFPT1,S205,,AVGTRRGsPLLIGVR,PA1_2016
PRKCA,KPCA,P17252,GFPT1,2673,Q06210,GFPT1,S253,,,PA1_2016
PRKCA,PKCA,P17252,GJA1,2697,P17302,GJA1,S368,447813,QRPssRAssRAssRP,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,GJA1,2697,P17302,GJA1,S372,465460,sRAssRAssRPRPDD,PA2_2023
PRKCA,KPCA,P17252,CXB1,2705,P08034,GJB1,S229,,,PA1_2016
PRKCA,KPCA,P17252,CXB1,2705,P08034,GJB1,S233,,,PA1_2016
PRKCA,PKCA,P17252,GMF-beta,2764,P60983,GMFB,S72,451487,QPRFIVYsYkYQHDD,PA2_2023 and PA1_2016
PRKCA,KPCA,P17252,GNA15,2769,P30679,GNA15,S336,,,PA1_2016
PRKCA,PKCA,P17252,G-alpha(z),2781,P19086,GNAZ,S16,451242,EKEAARRsRRIDRHL,PA2_2023
PRKCA,PKCA,P17252,G-alpha(z),2781,P19086,GNAZ,S27,451241,DRHLRSEsQRQRREI,PA2_2023
PRKCA,PKCA,P17252,GNMT,27232,Q14749,GNMT,S10,460706,DSVYRtRsLGVAAEG,PA2_2023
PRKCA,KPCA,P17252,GPM6A,2823,P51674,GPM6A,T10,,,PA1_2016
PRKCA,PKCA,P17252,GPR15,2838,P49685,GPR15,S357,125971702,FARRRKRsVsL____,PA2_2023
PRKCA,PKCA,P17252,GPSM2,29899,P81274,GPSM2,S408,4766076,PKLGRRHsMENMELM,PA2_2023
PRKCA,PKCA,P17252,GluR1,2890,P42261,GRIA1,S834,9486201,EFcYKsRsEsKRMKG,PA2_2023
PRKCA,PKCA,P17252,GluR1,2890,P42261,GRIA1,S836,467226,cYKsRsEsKRMKGFC,PA2_2023
PRKCA,PKCA,P17252,GluR1,2890,P42261,GRIA1,S849,448565,FCLIPQQsINEAIRT,PA2_2023 and PA1_2016
PRKCA,KPCA,P17252,GRIA2,2891,P42262,GRIA2,S683,,,PA1_2016
PRKCA,KPCA,P17252,GRIA2,2891,P42262,GRIA2,S717,,,PA1_2016
PRKCA,KPCA,P17252,GRIA2,2891,P42262,GRIA2,S880,,,PA1_2016
PRKCA,KPCA,P17252,GRIA4,2893,P48058,GRIA4,S862,,,PA1_2016
PRKCA,KPCA,P17252,GRIA4,2893,P48058,GRIA4,T850,,,PA1_2016
PRKCA,PKCA,P17252,GluR6,2898,Q13002,GRIK2,S868,478417,MVEELRMsLKcQRRL,PA2_2023
PRKCA,KPCA,P17252,NMDE1,2903,Q12879,GRIN2A,S1416,,,PA1_2016
PRKCA,KPCA,P17252,NMDE2,2904,Q13224,GRIN2B,S1303,,NKLRRQHsyDtFVDL,PA1_2016
PRKCA,PKCA,P17252,NMDAR2B,2904,Q13224,GRIN2B,S1323,455808,ALAPRSVsLKDKGRF,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,GRK2,156,P25098,GRK2,S29,447724,ATPAARAskkILLPE,PA2_2023
PRKCA,PKCA,P17252,GRK7,131890,Q8WTQ7,GRK7,S36,456355,ELQRRRRsLALPGLQ,PA2_2023
PRKCA,KPCA,P17252,GRM1,2911,Q13255,GRM1,T695,,,PA1_2016
PRKCA,KPCA,P17252,GRM5,2915,P41594,GRM5,S840,,,PA1_2016
PRKCA,KPCA,P17252,GRM5,2915,P41594,GRM5,T841,,,PA1_2016
PRKCA,PKCA,P17252,GSK3A,2931,P49840,GSK3A,S21,448584,sGrARtssFAEPGGG,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,GSK3B,2932,P49841,GSK3B,S9,449111,SGRPRttsFAEsCkP,PA2_2023
PRKCA,PKCA,P17252,GSTA4,2941,O15217,GSTA4,T193,455667,VKLsNIPtIKRFLEP,PA2_2023
PRKCA,PKCA,P17252,GSTP1,2950,P09211,GSTP1,S185,455118,SAYVGRLsARPkLkA,PA2_2023
PRKCA,PKCA,P17252,H2B,3018,P33778,H2BC3,S32,447801,DGKkRKRsRkEsysI,PA2_2023
PRKCA,PKCA,P17252,H3,8350,P68431,H3C1,T6,13321500,__ArtkQtArkstGG,PA2_2023
PRKCA,PKCA,P17252,HABP4,22927,Q5JVS0,HABP4,T354,11380902,RKPANDItSQLEINF,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,HABP4,22927,Q5JVS0,HABP4,T375,11380903,GRGARGGtRGGRGRI,PA2_2023 and PA1_2016
PRKCA,KPCA,P17252,HAND1,9421,O96004,HAND1,S109,,,PA1_2016
PRKCA,KPCA,P17252,HAND1,9421,O96004,HAND1,S98,,,PA1_2016
PRKCA,KPCA,P17252,HAND1,9421,O96004,HAND1,T107,,,PA1_2016
PRKCA,KPCA,P17252,HES1,3280,Q14469,HES1,S37,,,PA1_2016
PRKCA,KPCA,P17252,HES1,3280,Q14469,HES1,S38,,,PA1_2016
PRKCA,KPCA,P17252,1A02,3105,P01892,HLAA,S359,,,PA1_2016
PRKCA,KPCA,P17252,HMGN1,3150,P05114,HMGN1,S7,,_MPkRkVssAEGAAk,PA1_2016
PRKCA,KPCA,P17252,HMGN2,3151,P05204,HMGN2,S25,,kDEPQRRsARLsAkP,PA1_2016
PRKCA,KPCA,P17252,HMGN2,3151,P05204,HMGN2,S29,,QRRsARLsAkPAPPk,PA1_2016
PRKCA,PKCA,P17252,H1R,3269,P35367,HRH1,S396,453404,FTWKRLRsHsRQyVS,PA2_2023
PRKCA,PKCA,P17252,H1R,3269,P35367,HRH1,S398,450937,WKRLRsHsRQyVSGL,PA2_2023
PRKCA,PKCA,P17252,H1R,3269,P35367,HRH1,T478,453403,CNENFKKtFKRILHI,PA2_2023
PRKCA,KPCA,P17252,HSPB8,26353,Q9UJY1,HSPB8,S14,,,PA1_2016
PRKCA,KPCA,P17252,HSPB8,26353,Q9UJY1,HSPB8,T63,,,PA1_2016
PRKCA,PKCA,P17252,ICOSLG,23308,O75144,ICOSLG,S285,33625706,RDRCLQHsYAGAWAV,PA2_2023
PRKCA,PKCA,P17252,IGFBP1,3484,P08833,IGFBP1,S123,4668105,AEAGsPEsPEstEIT,PA2_2023
PRKCA,PKCA,P17252,IGFBP1,3484,P08833,IGFBP1,S126,451658,GsPEsPEstEITEEE,PA2_2023
PRKCA,PKCA,P17252,IGFBP1,3484,P08833,IGFBP1,S144,451659,NFHLMAPsEEDHSIL,PA2_2023
PRKCA,PKCA,P17252,IGFBP1,3484,P08833,IGFBP1,S194,451660,LAKAQETsGEEIsKF,PA2_2023
PRKCA,PKCA,P17252,IKKB,3551,O14920,IKBKB,S177,447492,AkELDQGsLCtsFVG,PA2_2023
PRKCA,PKCA,P17252,IKKB,3551,O14920,IKBKB,S181,447489,DQGsLCtsFVGTLQy,PA2_2023
PRKCA,PKCA,P17252,IL2RA,3559,P01589,IL2RA,S268,455369,WQRRQRKsRRtI___,PA2_2023
PRKCA,PKCA,P17252,IL2RA,3559,P01589,IL2RA,T271,455370,RQRKsRRtI______,PA2_2023
PRKCA,PKCA,P17252,ILK,3611,Q13418,ILK,T173,479406,DTFWkGttRTRPRNG,PA2_2023
PRKCA,PKCA,P17252,ILK,3611,Q13418,ILK,T181,6191018,RTRPRNGtLNkHsGI,PA2_2023
PRKCA,PKCA,P17252,INSR,3643,P06213,INSR,S1062,451562,AVkTVNEsAsLRERI,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,INSR,3643,P06213,INSR,S1064,451563,kTVNEsAsLRERIEF,PA2_2023 and PA1_2016
PRKCA,KPCA,P17252,INSR,3643,P06213,INSR,T1362,,,PA1_2016
PRKCA,PKCA,P17252,IQGAP1,8826,P46940,IQGAP1,S1443,454416,DKMKKsksVkEDsNL,PA2_2023
PRKCA,PKCA,P17252,ITGB1,3688,P05556,ITGB1,S785,452040,GENPIyksAVttVVN,PA2_2023
PRKCA,PKCA,P17252,ITGB2,3689,P05107,ITGB2,S745,448532,FEkEKLksQWNNDNP,PA2_2023
PRKCA,PKCA,P17252,ITGB2,3689,P05107,ITGB2,T758,448533,NPLFksAtttVMNPk,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,ITGB2,3689,P05107,ITGB2,T760,450185,LFksAtttVMNPkFA,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,ITGB4,3691,P16144,ITGB4,S1356,451653,ysDDVLRsPSGsQRP,PA2_2023
PRKCA,PKCA,P17252,ITGB4,3691,P16144,ITGB4,S1360,451654,VLRsPSGsQRPsVSD,PA2_2023
PRKCA,PKCA,P17252,ITGB4,3691,P16144,ITGB4,S1364,451655,PSGsQRPsVSDDTGC,PA2_2023
PRKCA,PKCA,P17252,ITGB4 iso2,3691,P16144-2,ITGB4,S1424,465821,tLTRDyNsLTRSEHS,PA2_2023
PRKCA,PKCA,P17252,ITGB4,3691,P16144,ITGB4,S1494,465821,tLtRDyNsLtRsEHs,PA2_2023
PRKCA,KPCA,P17252,IP3KA,3706,P23677,ITPKA,T311,,EHAQRAVtKPRYMQW,PA1_2016
PRKCA,PKCA,P17252,JAK2,3717,O60674,JAK2,S518,56527201,VFRTNGVsDVPtsPT,PA2_2023
PRKCA,PKCA,P17252,JAK2,3717,O60674,JAK2,T174,56527200,kVPVTHEtQEECLGM,PA2_2023
PRKCA,PKCA,P17252,JPH2,57158,Q9BR39,JPH2,S165,4779179,PLRTsLssLRsEHsN,PA2_2023
PRKCA,PKCA,P17252,Kv1.5,3741,P22460,KCNA5,T15,465994,LENGGAMtVRGGDEA,PA2_2023
PRKCA,PKCA,P17252,Kv-beta2,8514,Q13303,KCNAB2,S266,451000,IPPYSRAsLkGYQWL,PA2_2023
PRKCA,PKCA,P17252,Kv3.4,3749,Q03721,KCNC4,S15,451077,ssYRGRKsGNKPPsK,PA2_2023
PRKCA,PKCA,P17252,Kv3.4,3749,Q03721,KCNC4,S21,451078,KsGNKPPsKTCLKEE,PA2_2023
PRKCA,KPCA,P17252,KCNE1,3753,P15382,KCNE1,S102,,VQARVLEsYRSCYVV,PA1_2016
PRKCA,PKCA,P17252,KCNE3,10008,Q9Y6H6,KCNE3,S82,460569,LILGYTRsRKVDKRS,PA2_2023
PRKCA,PKCA,P17252,Kv11.1,3757,Q12809,KCNH2,S890,3893409,RQRKRKLsFRRRtDK,PA2_2023
PRKCA,PKCA,P17252,ROMK,3758,P48048,KCNJ1,S201,2813508,FSKNAVIskRGGKLC,PA2_2023
PRKCA,PKCA,P17252,ROMK,3758,P48048,KCNJ1,S4,2813507,____MNAsSRNVFDT,PA2_2023
PRKCA,PKCA,P17252,ROMK,3758,P48048,KCNJ1,T193,2813503,KKRAKtItFSKNAVI,PA2_2023
PRKCA,PKCA,P17252,KCNJ13,3769,O60928,KCNJ13,S201,6039502,TRPSPLTsVRVSAVL,PA2_2023
PRKCA,PKCA,P17252,HIR,3761,P48050,KCNJ4,T53,450871,IFTTCVDtRWRYMLM,PA2_2023
PRKCA,PKCA,P17252,KCNK9,51305,Q9NPC2,KCNK9,T341,40686300,IEEISPStLKNSLFP,PA2_2023
PRKCA,PKCA,P17252,KCNMA1,3778,Q12791,KCNMA1,S1200,9805700,SHSsQSSsKKSSsVH,PA2_2023
PRKCA,KPCA,P17252,KCNQ2,3785,O43526,KCNQ2,S551,,,PA1_2016
PRKCA,KPCA,P17252,KCNQ2,3785,O43526,KCNQ2,S558,,,PA1_2016
PRKCA,PKCA,P17252,Kv7.2,3785,O43526,KCNQ2,T217,457689,RMDRRGGtWKLLGSV,PA2_2023
PRKCA,PKCA,P17252,KIR3DL1,3811,P43629,KIR3DL1,S415,990302,QRKITRPsQRPKtPP,PA2_2023
PRKCA,PKCA,P17252,Kit,3815,P10721,KIT,S741,450035,TkADkRRsVRIGsyI,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,Kit,3815,P10721,KIT,S746,450036,RRsVRIGsyIERDVT,PA2_2023 and PA1_2016
PRKCA,KPCA,P17252,KIT,3815,P10721,KIT,S821,,,PA1_2016
PRKCA,KPCA,P17252,KIT,3815,P10721,KIT,S959,,,PA1_2016
PRKCA,PKCA,P17252,KLHL3,26249,Q9UH77,KLHL3,S433,36440206,PMNTRRSsVGVGVVE,PA2_2023
PRKCA,PKCA,P17252,KRas iso2,3845,P01116-2,KRAS,S181,459210,GKKKKkKsKTKCVIM,PA2_2023
PRKCA,KPCA,P17252,K1C18,3875,P05783,KRT18,S53,,IsVsrstsFrGGMGs,PA1_2016
PRKCA,PKCA,P17252,K20,54474,P35900,KRT20,S13,463823,RSFHRsLsSSLQAPV,PA2_2023
PRKCA,PKCA,P17252,NCAM-L1,3897,P32004,L1CAM,T1172,4702537,ARPMkDEtFGEyRSL,PA2_2023
PRKCA,PKCA,P17252,Lck,3932,P06239,LCK,S42,447819,tLLIRNGsEVRDPLV,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,L-plastin,3936,P13796,LCP1,S5,450852,___MARGsVsDEEMM,PA2_2023
PRKCA,KPCA,P17252,LMNA,4000,P02545,LMNA,S403,,,PA1_2016
PRKCA,KPCA,P17252,LMNA,4000,P02545,LMNA,S404,,RsRGRAssHssQtQG,PA1_2016
PRKCA,KPCA,P17252,LMNA,4000,P02545,LMNA,S525,,,PA1_2016
PRKCA,KPCA,P17252,LMNA,4000,P02545,LMNA,T19,,sGAQAsstPLsPtRI,PA1_2016
PRKCA,PKCA,P17252,LRP1,4035,Q07954,LRP1,S4517,4769100,LyMGGHGsRHsLAsT,PA2_2023
PRKCA,PKCA,P17252,LRP1,4035,Q07954,LRP1,S4520,450168,GGHGsRHsLAsTDEk,PA2_2023
PRKCA,PKCA,P17252,LRP1,4035,Q07954,LRP1,S4523,7103863,GsRHsLAsTDEkREL,PA2_2023
PRKCA,PKCA,P17252,LRP1,4035,Q07954,LRP1,T4460,12526700,GFQHQRMtNGAMNVE,PA2_2023
PRKCA,PKCA,P17252,Sin1,79109,Q9BPZ7,MAPKAP1,S128,3830292,kSLFEKKsLKEKPPI,PA2_2023
PRKCA,PKCA,P17252,Tau iso8,4137,P10636-8,MAPT,S258,487453,PDLkNVKsKIGstEN,PA2_2023
PRKCA,PKCA,P17252,Tau iso8,4137,P10636-8,MAPT,S293,449327,NVQskCGsKDNIkHV,PA2_2023
PRKCA,PKCA,P17252,Tau iso8,4137,P10636-8,MAPT,S305,487457,kHVPGGGsVQIVykP,PA2_2023
PRKCA,PKCA,P17252,Tau iso8,4137,P10636-8,MAPT,S324,449328,KVTskCGsLGNIHHk,PA2_2023
PRKCA,PKCA,P17252,Tau iso8,4137,P10636-8,MAPT,S352,487459,DFKDrVQskIGsLDN,PA2_2023
PRKCA,KPCA,P17252,MARCS,4082,P29966,MARCKS,S101,,,PA1_2016
PRKCA,KPCA,P17252,MARCS,4082,P29966,MARCKS,S118,,,PA1_2016
PRKCA,PKCA,P17252,MARCKS,4082,P29966,MARCKS,S159,447786,kkKKKRFsFkKsFkL,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,MARCKS,4082,P29966,MARCKS,S163,447787,KRFsFkKsFkLsGFs,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,MARCKS,4082,P29966,MARCKS,S167,466360,FkKsFkLsGFsFkKN,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,MARCKS,4082,P29966,MARCKS,S170,451837,sFkLsGFsFkKNKkE,PA2_2023 and PA1_2016
PRKCA,KPCA,P17252,MARCS,4082,P29966,MARCKS,S27,,,PA1_2016
PRKCA,KPCA,P17252,MARCS,4082,P29966,MARCKS,S46,,VKVNGDAsPAAAEsG,PA1_2016
PRKCA,KPCA,P17252,MARCS,4082,P29966,MARCKS,S81,,,PA1_2016
PRKCA,PKCA,P17252,MBD4,8930,O95243,MBD4,S165,22730001,CSMAALTsHLQNQSN,PA2_2023
PRKCA,PKCA,P17252,MBD4,8930,O95243,MBD4,S262,22730000,sGFVQSDsKRESVCN,PA2_2023
PRKCA,KPCA,P17252,MBP,4155,P02686,MBP,S141,,,PA1_2016
PRKCA,KPCA,P17252,MBP,4155,P02686,MBP,S146,,,PA1_2016
PRKCA,KPCA,P17252,MBP,4155,P02686,MBP,S190,,,PA1_2016
PRKCA,KPCA,P17252,MBP,4155,P02686,MBP,S249,,,PA1_2016
PRKCA,KPCA,P17252,MBP,4155,P02686,MBP,S266,,,PA1_2016
PRKCA,KPCA,P17252,MBP,4155,P02686,MBP,S285,,,PA1_2016
PRKCA,KPCA,P17252,MBP,4155,P02686,MBP,S295,,,PA1_2016
PRKCA,KPCA,P17252,,,,MBP(4),S57,,,PA1_2016
PRKCA,PKCA,P17252,Met,4233,P08581,MET,S985,450188,PHLDRLVsARsVsPt,PA2_2023
PRKCA,PKCA,P17252,MMP2,4313,P08253,MMP2,S160,479858,DVTPLRFsRIHDGEA,PA2_2023
PRKCA,PKCA,P17252,MMP2,4313,P08253,MMP2,S365,479863,NKyEsCtsAGRsDGK,PA2_2023
PRKCA,PKCA,P17252,MMP2,4313,P08253,MMP2,T250,479859,EYNsCTDtGRSDGFL,PA2_2023
PRKCA,PKCA,P17252,MMP2,4313,P08253,MMP2,T377,479860,DGKMWCAttANYDDD,PA2_2023
PRKCA,PKCA,P17252,MMP2,4313,P08253,MMP2,T378,479861,GKMWCAttANYDDDR,PA2_2023
PRKCA,PKCA,P17252,MYH9,4627,P35579,MYH9,S1916,451181,AMNREVssLkNkLRr,PA2_2023
PRKCA,PKCA,P17252,MRLC1,10398,P24844,MYL9,S2,4964101,______MssKRAKAK,PA2_2023
PRKCA,PKCA,P17252,MRLC1,10398,P24844,MYL9,S3,4964100,_____MssKRAKAKt,PA2_2023
PRKCA,PKCA,P17252,MRLC1,10398,P24844,MYL9,T10,4964102,sKRAKAKttKKRPQR,PA2_2023
PRKCA,KPCA,P17252,MYOD1,4654,P15172,MYOD1,T115,,,PA1_2016
PRKCA,PKCA,P17252,p47phox,653361,P14598,NCF1,S303,449405,RGAPPRRssIRNAHs,PA2_2023
PRKCA,PKCA,P17252,p47phox,653361,P14598,NCF1,S304,449406,GAPPRRssIRNAHsI,PA2_2023
PRKCA,PKCA,P17252,p47phox,653361,P14598,NCF1,S315,451725,AHsIHQRsRKRLsQD,PA2_2023
PRKCA,PKCA,P17252,p47phox,653361,P14598,NCF1,S320,451726,QRsRKRLsQDAYRRN,PA2_2023
PRKCA,PKCA,P17252,p47phox,653361,P14598,NCF1,S328,449404,QDAYRRNsVRFLQQR,PA2_2023
PRKCA,PKCA,P17252,p47phox,653361,P14598,NCF1,S359,451729,EERQtQRsKPQPAVP,PA2_2023
PRKCA,PKCA,P17252,p47phox,653361,P14598,NCF1,S370,451730,PAVPPRPsADLILNR,PA2_2023
PRKCA,PKCA,P17252,p47phox,653361,P14598,NCF1,S379,451498,DLILNRCsEstKRKL,PA2_2023
PRKCA,PKCA,P17252,p40phox,4689,Q15080,NCF4,S315,448265,RQARGLPsQKRLFPW,PA2_2023
PRKCA,PKCA,P17252,p40phox,4689,Q15080,NCF4,T154,448266,LRRLRPRtRKVKSVs,PA2_2023
PRKCA,PKCA,P17252,N-CoR1,9611,O75376,NCOR1,S70,3828921,QQLRRRPsLLsEFHP,PA2_2023
PRKCA,PKCA,P17252,NF1 iso2,4763,P21359-2,NF1,S2808,456895,QKQRSAGsFKRNsIK,PA2_2023
PRKCA,KPCA,P17252,NFAC1,4772,O95644,NFATC1,S245,,PSTsPRAsVTEEsWL,PA1_2016
PRKCA,KPCA,P17252,NFAC1,4772,O95644,NFATC1,S269,,PCNKRKYsLNGRQPP,PA1_2016
PRKCA,KPCA,P17252,NFAC1,4772,O95644,NFATC1,S294,,PHGsPRVsVTDDSWL,PA1_2016
PRKCA,PKCA,P17252,NKX3-1,4824,Q99801,NKX3-1,S48,3078000,RQGGRTSsQRQRDPE,PA2_2023
PRKCA,PKCA,P17252,NLGN4X,57502,Q8N0W4,NLGN4X,T707,40245512,KDKRRHEtHRRPSPQ,PA2_2023
PRKCA,PKCA,P17252,NMNAT1,64802,Q9HAN9,NMNAT1,S136,478388,WTETQDSsQKKSLEP,PA2_2023
PRKCA,KPCA,P17252,NOS1,4842,P29475,NOS1,S852,,,PA1_2016
PRKCA,PKCA,P17252,eNOS,4846,P29474,NOS3,T495,447885,TGITRKKtFKEVANA,PA2_2023
PRKCA,PKCA,P17252,NOX5 iso4,79400,Q96PH1-4,NOX5,S490,20612401,GRGSKRLsRSVtMRK,PA2_2023
PRKCA,PKCA,P17252,NOX5 iso4,79400,Q96PH1-4,NOX5,S498,472626,RSVtMRKsQRSsKGS,PA2_2023
PRKCA,PKCA,P17252,NOX5 iso4,79400,Q96PH1-4,NOX5,T494,472625,KRLsRSVtMRKsQRS,PA2_2023
PRKCA,PKCA,P17252,NOXA1,10811,Q86UR1,NOXA1,S172,990300,DQVQRRGsLPPRQVP,PA2_2023
PRKCA,PKCA,P17252,NOXO1 iso3,124056,Q8NFA2-3,NOXO1,S154,27454492,SRAAGRLsIHSLEAQ,PA2_2023
PRKCA,PKCA,P17252,NOXO1 iso3,124056,Q8NFA2-3,NOXO1,T341,28758706,AIQSRCCtVTRRALE,PA2_2023
PRKCA,PKCA,P17252,NPHS1,4868,O60500,NPHS1,T1120,18507016,EYEESQWtGERDtQS,PA2_2023
PRKCA,PKCA,P17252,NPHS1,4868,O60500,NPHS1,T1125,18507017,QWtGERDtQSSTVST,PA2_2023
PRKCA,PKCA,P17252,NR1H4 iso2,9971,Q96RI1-2,NR1H4,S135,4245801,VVCGDRAsGYHYNAL,PA2_2023
PRKCA,PKCA,P17252,NR1H4 iso2,9971,Q96RI1-2,NR1H4,S154,4245800,CKGFFRRsITKNAVY,PA2_2023
PRKCA,PKCA,P17252,PXR,8856,O75469,NR1I2,T408,9730704,RSINAQHtQRLLRIQ,PA2_2023
PRKCA,PKCA,P17252,NR1I3,9970,Q14994,NR1I3,T38,11281700,CKGFFRRtVSKSIGP,PA2_2023
PRKCA,PKCA,P17252,EAR-2,2063,P10588,NR2F6,S83,25802106,CKSFFKRsIRRNLsY,PA2_2023
PRKCA,PKCA,P17252,neurogranin,4900,Q92686,NRGN,S36,455913,AAAKIQAsFrGHMAR,PA2_2023 and PA1_2016
PRKCA,KPCA,P17252,OCLN,100506658,Q16625,OCLN,S340,,,PA1_2016
PRKCA,KPCA,P17252,OPRD,4985,P41143,OPRD1,S344,,,PA1_2016
PRKCA,PKCA,P17252,Ebp1,5036,Q9UQ80,PA2G4,S360,478276,ELkALLQssAsRKtQ,PA2_2023
PRKCA,KPCA,P17252,PA2G4,5036,Q9UQ80,PA2G4,S363,,,PA1_2016
PRKCA,PKCA,P17252,Ebp1,5036,Q9UQ80,PA2G4,T366,3850595,QssAsRKtQKKKKKk,PA2_2023 and PA1_2016
PRKCA,PKCA,P17252,PACSIN2,11252,Q9UNF0,PACSIN2,S313,4786393,ADLNRtLsRREKKKA,PA2_2023
PRKCA,KPCA,P17252,AMD,5066,P19021,PAM,S929,,,PA1_2016
PRKCA,KPCA,P17252,AMD,5066,P19021,PAM,S934,,,PA1_2016
PRKCA,PKCA,P17252,PDE3A,5139,Q14432,PDE3A,S292,471415,VFkRRRRsssVVsAE,PA2_2023
PRKCA,PKCA,P17252,PDE3A,5139,Q14432,PDE3A,S293,471416,FkRRRRsssVVsAEM,PA2_2023
PRKCA,PKCA,P17252,PDE3A,5139,Q14432,PDE3A,S312,456900,SKSHRRTsLPCIPRE,PA2_2023
PRKCA,PKCA,P17252,PDE3A,5139,Q14432,PDE3A,S428,456821,IPKRLRRsLPPGLLR,PA2_2023
PRKCA,PKCA,P17252,PDE3A,5139,Q14432,PDE3A,S438,456984,PGLLRRVsstWtttt,PA2_2023
PRKCA,PKCA,P17252,PDE3A,5139,Q14432,PDE3A,S465,456985,VRRDRsTsIkLQEAP,PA2_2023
PRKCA,PKCA,P17252,PDE3A,5139,Q14432,PDE3A,S492,4787245,MTLTkSRsFtSSyAI,PA2_2023
PRKCA,KPCA,P17252,PEA15,8682,Q15121,PEA15,S104,,,PA1_2016
